,latitude,longitude,town,cluster,sub_cluster
6068,50.769728,-1.899761,Kinson,-1,0
6070,53.525767,-1.632927,Penistone,-1,0
6073,51.798284,-0.071295,Hertford,-1,0
6080,53.690803,-0.442339,Barton-Upon-Humber,-1,0
6089,51.421333,0.020727,Bromley North,-1,0
6096,51.798284,-0.071295,Hertford,-1,0
6118,50.473423,-3.658692,Newton Abbot,-1,0
6122,50.505875,-4.307306,Callington,-1,0
6153,52.444333,0.618738,Brandon,-1,0
6181,51.411721,-0.139686,Mitcham,-1,0
6183,51.367099,-0.395684,Hersham,-1,0
6188,52.444333,0.618738,Brandon,-1,0
6200,52.380682,-1.775585,Solihul,-1,0
6211,51.321305,-1.79694,Pewsey,-1,0
6237,53.001645,-0.411709,Sleaford,-1,0
6238,50.934864,-1.464774,Nursling,-1,0
6239,51.55224,0.611951,Hadleigh,-1,0
6241,55.935135,-3.456273,Broxburn,-1,0
6242,52.59913,-1.079587,Oadby,-1,0
6246,53.442481,-1.94677,Glossop,-1,0
6258,51.706575,-4.775218,Redberth,-1,0
6266,50.271721,-4.790392,Mevagissey,-1,0
6267,50.271721,-4.790392,Mevagissey,-1,0
6277,51.401041,-0.193666,Morden,-1,0
6279,53.001645,-0.411709,Sleaford,-1,0
6285,52.324859,-0.070796,Saint Ives,-1,0
6288,51.042274,-3.312698,Near Taunton,-1,0
6291,53.1,-1.34,Hardstoft,-1,0
6304,54.152134,-2.469701,Ingleton,-1,0
6305,52.724271,-2.469701,Ingleton,-1,0
6307,54.118785,-2.510175,Bentham,-1,0
6308,54.118785,-2.510175,Bentham,-1,0
6316,50.34631,-4.219384,Millbrook,-1,0
6317,52.688041,-1.397121,Ibstock,-1,0
6318,52.688041,-1.397121,Ibstock,-1,0
6340,51.779606,-1.16374,Stanton St John ,-1,0
6341,51.779606,-1.16374,Stanton St John,-1,0
6382,51.422584,-2.694619,"Backwell, Nailsea",-1,0
6395,51.38586,-2.712836,"Backwell, Nailsea",-1,0
6427,51.276193,0.396768,West Malling,-1,0
6428,51.276193,0.396334,West Malling,-1,0
6429,51.385934,1.382203,Margate,-1,0
6437,51.990817,-1.701073,Moreton-in-Marsh,-1,0
6469,53.063306,-0.963777,Southwell,-1,0
6488,52.038779,-0.335684,Shefford,-1,0
6491,52.499769,0.054942,March,-1,0
6501,52.247562,1.619115,Saxmundham,-1,0
6502,51.5156,0.4262,Stanford-le-Hope,-1,0
6510,51.545469,0.70849,Southend,-1,0
6513,52.048,-0.019,Royston,-1,0
6556,52.448969,-2.22865,Kinver,-1,0
6633,52.54272,-0.30283,Peterbrough,-1,0
6634,52.54272,-0.30283,Peterbrough,-1,0
6636,53.61645,-0.97594,Thorne,-1,0
6637,53.73541,-1.72283,Cleckheaton,-1,0
6638,53.616475,-0.975911,Thorne,-1,0
6641,53.73592,-1.723581,Cleckheaton,-1,0
6657,53.26145,-3.45374,Saint Asaph,-1,0
6658,53.26145,-3.45374,Saint Asaph,-1,0
6662,52.53959,-2.0868,Central Drive,-1,0
6664,52.67068,0.95174,Dereham,-1,0
6665,52.67068,0.95174,Dereham,-1,0
6666,53.18997,-3.05108,Deeside ,-1,0
6667,52.69376,-2.13226,Gailey,-1,0
6681,52.98671,-1.2295,Nuthall,-1,0
6691,55.03164,-1.52195,Shiremoor,-1,0
6692,55.03164,-1.52195,Shiremoor,-1,0
6732,51.35964,1.06229,Whistable,-1,0
6741,52.44303,-2.21237,Kinver,-1,0
6748,51.66227,-3.1399,Newbridge,-1,0
6750,50.48525,-3.56388,Torquay,-1,0
6758,51.10534,-0.86786,Bordon,-1,0
6764,52.60611,-2.15893,Tettenhall,-1,0
6767,52.56268,0.06582,March,-1,0
6789,52.89339,-1.26384,Long Eaton,-1,0
6796,50.9291,-2.92487,Illminster,-1,0
6799,52.98739,-0.98464,Gunthorpe,-1,0
6806,53.10717,-1.0621,Farnsfield,-1,0
6856,51.59057,0.52,Wickford,-1,0
6857,53.52342,-2.5079,Atherton,-1,0
6873,52.79358,-1.6711,Burton-upon-Trent,-1,0
6874,52.79358,-1.6711,Burton-upon-Trent,-1,0
6877,52.96935,-0.05935,Wyberton,-1,0
6878,52.96935,-0.05935,Wyberton,-1,0
6899,54.02323,-1.56393,Killinghall,-1,0
6900,54.02323,-1.56393,Killinghall,-1,0
6914,53.58341,-2.33427,Radcliffe,-1,0
6915,53.58341,-2.33427,Radcliffe,-1,0
7000,51.526308,-0.076671,Bethnal Green,-1,0
7007,54.619369,-6.214091,Crumlin,-1,2
7018,54.707148,-7.589163,Castlederg,-1,1
7019,54.55157,-5.602185,Newtownards,-1,2
7020,55.240026,-6.511035,Bushmills,-1,-1
7031,50.4067,-4.66302,Lostwithiel,-1,0
7032,51.542395,0.695495,Westcliff-on-Sea,-1,0
7038,54.550044,-3.586819,Copeland,-1,0
7041,54.196217,-3.092573,Ulverston,-1,0
7042,54.47455,-2.351774,Eden,-1,0
7059,52.048,-0.019,Royston,-1,0
7086,50.860436,0.56222,St Leonards-on-Sea,-1,0
7093,52.54462,-2.044949,Tipton,-1,0
7096,53.47393,-2.300544,Blue,-1,0
7104,51.390325,-0.324014,Thames Ditton,-1,0
7105,52.467495,-1.751319,Marston Green,-1,0
7115,51.540125,0.709095,Southend on Sea,-1,0
7117,51.465701,0.14732,Bexleyheath,-1,0
7118,51.560337,-0.381091,Ruislip,-1,0
7122,50.367712,-4.783065,St. Austell,-1,0
7123,50.367712,-4.783065,St. Austell,-1,0
7128,51.457889,-0.471292,Stanwell,-1,0
7141,53.468988,-0.235507,Manchester,-1,0
7150,51.047329,0.51177,Hawkhurst,-1,0
7152,53.408704,-2.997981,LIverpool,-1,0
7153,53.408704,-2.997981,LIverpool,-1,0
7155,54.047965,-2.285781,Settle,-1,0
7157,50.791064,0.003009,Peacehaven,-1,0
7164,52.81771,-1.630126,Burton on Trent,-1,0
7169,50.845805,-0.937129,Emsworth,-1,0
7185,53.193756,-2.453581,Middlewich,-1,0
7186,51.470921,-0.955291,Caversham,-1,0
7194,50.327452,-4.635746,Fowey,-1,0
7196,51.368838,1.299639,Birchington,-1,0
7210,51.4637,-0.33156,Isleworth,-1,0
7214,53.08503,-3.017208,Gwersyllt,-1,0
7217,53.046437,-2.990788, Wrexham ,-1,0
7218,50.810661,-4.35378,Holsworthy,-1,0
7231,53.687909,-1.836282,Elland,-1,0
7232,54.963543,-1.709538,Blaydon-on-Tyne,-1,0
7234,51.902837,-0.522457,Houghton Regis,-1,0
7241,51.542093,-0.149774,Camden Town,-1,0
7246,50.812029,-4.352947,Torrington,-1,0
7247,51.021909,-4.203325,"Bideford, Lundy Island",-1,0
7249,51.243725,-2.291382,Frome,-1,0
7253,53.452078,-2.07361,Hyde,-1,0
7265,53.89579,-1.96501,Steeton,-1,0
7270,53.144686,-4.271662,Caernarfon,-1,0
7284,51.141847,-0.493737,Waverley,-1,0
7287,51.554691,0.605367,Benfleet,-1,0
7289,51.204157,-2.183451,Warminster,-1,0
7292,53.099972,-2.031905,Leek,-1,0
7301,52.571419,1.119028,Wymondham,-1,0
7308,53.021214,-1.486834,Belper,-1,0
7316,53.231076,-1.289847,Bolsover,-1,0
7318,51.474341,-2.550023,Eastville,-1,0
7323,51.405461,-2.599077,Hartcliffe,-1,0
7337,51.792621,-3.222474,Lutterworth,-1,0
7367,53.708858,-1.252927,Knottingley,-1,0
7369,53.365846,0.00149,Louth,-1,0
7382,52.679133,-1.93751,Burntwood,-1,0
7383,53.706219,-0.880167,Goole,-1,0
7386,52.330557,-0.058552,St. Ives,-1,0
7387,52.838897,0.86945,Barsham,-1,0
7394,53.786809,-2.403115,Hyndburn,-1,0
7395,53.490168,-2.532173,"Leigh,  Lancashire",-1,0
7398,53.325191,-1.911742,High Peak,-1,0
7408,53.679044,-1.581248,Ossett,-1,0
7409,53.706946,-1.91369,Sowerby Bridge,-1,0
7415,53.742654,-2.012856,Hebden Bridge,-1,0
7422,52.986118,-1.985071," Stoke-on-Trent, ",-1,0
7424,53.022285,-2.239397,Newcastle-under-Lyme,-1,0
7490,50.890556,0.266749,Hellingly,-1,0
7532,53.289391,-3.062336,Neston,-1,0
7533,53.289391,-3.062336,Neston,-1,0
7541,50.347453,-4.784523,St Austell,-1,0
7546,50.406588,-4.662879,Lostwithiel,-1,0
7547,50.365564,-4.748701,Par,-1,0
7560,50.340284,-4.758007,St Austell,-1,0
7572,52.56382,-2.073652,Bilston,-1,0
7573,52.793671,-1.664549,Burton-On-Trent,-1,0
7583,53.007179,-2.226387,Newcastle Under Lyme,-1,0
7587,52.902599,-2.145625,Stone,-1,0
7592,53.372082,-3.187291,West Kirby,-1,0
7656,50.738939,-3.957159,Okehampton,-1,0
7662,53.673081,-1.776768,Huddersfield ,-1,0
7681,53.68512,-1.835851,Elland,-1,0
7710,52.393478,-2.018098,Leeds,-1,0
7711,53.825952,-1.546043,Chapeltown,-1,0
7712,53.67786,-1.506028,Colinsway,-1,0
7714,53.65985,-1.556717,Horbury,-1,0
7715,53.789558,-1.584567,Wortley,-1,0
7718,53.855148,-1.687142,Rawdon,-1,0
7734,53.708846,-1.674817,Heckmondwike,-1,0
7735,53.7953,-1.388865,Garforth,-1,0
7740,53.828308,-1.592128,Headingley,-1,0
7741,53.828308,-1.592052,Headingley,-1,0
7743,51.64561,-3.936525,Plasmarl,-1,0
7744,53.537851,-2.290984,Prestwich,-1,0
7746,52.129882,-2.310362,Malvern ,-1,0
7749,52.472019,-0.719904,Great Oakley,-1,0
7752,53.19733,-2.513668,Winsford,-1,0
7755,52.37228,1.110076,Diss,-1,0
7757,53.099628,-1.242981,Kirkby,-1,0
7759,51.476838,-2.131493,Chippenham ,-1,0
7761,55.545959,-4.663445,Troon,-1,0
7763,52.924099,-1.102831,West Bridgford,-1,0
7768,53.783138,-2.875623,Kirkham,-1,0
7770,52.498375,-1.709784,Coleshill,-1,0
7771,50.922241,-1.522876,Totton,-1,0
7773,53.81348,-1.602297,Kirkstall,-1,0
7775,52.80809,-0.141484,Pinchbeck,-1,0
7777,51.617298,-0.110965,Palmers Green,-1,0
7822,51.284698,-2.480212,Midsomer Norton,-1,0
7824,51.284698,-2.480212,Midsomer Norton,-1,0
7831,51.493801,-2.584722,Horfield,-1,0
7833,51.493801,-2.584722,Horfield,-1,0
7843,51.4627,-2.315213,Marshfield,-1,0
7848,51.510132,-2.572774,Filton,-1,0
7861,51.44886,-2.500421,Longwell Green,-1,0
7863,51.535851,-2.546144,Bradley Stoke,-1,0
7871,52.933031,-3.185502,Glyn Ceiriog,-1,0
7872,52.969553,-2.934265,Overton,-1,0
7873,53.008239,-3.037843,Johnstown,-1,0
7880,53.095441,-2.996669,Llay,-1,0
7881,53.080445,-2.882008,Holt,-1,0
7882,53.072029,-3.021888,Gwersyllt,-1,0
7893,52.65591,-0.466105,Stamford,-1,0
7898,53.705551,-1.67707,Heckmondike,-1,0
7900,55.942101,-4.560533,Dumbarton ,-1,0
7902,51.40976,0.757817,Isle Of Sheppey,-1,0
7904,53.82446,-1.733541,Idle,-1,0
7909,52.235771,-0.986137,Harpole,-1,0
7925,50.43165,-3.68274,Totnes,-1,0
7934,50.546984,-3.515081,Teignmouth,-1,0
7935,50.887192,0.550303,St Leonards-on-Sea,-1,0
7949,51.529228,-2.422855,"Chipping Sodbury, Yate",-1,0
7950,51.607311,-0.020849,Chingford,-1,0
7951,52.411384,-2.155507,Hagley,-1,0
7953,51.52877,-2.423614,"Chipping Sodbury, Yate",-1,0
7956,51.99786,-2.127833,Tewkesbury,-1,0
7957,51.99781,-2.127752,Tewkesbury,-1,0
7966,51.64953,0.055047,Loughton,-1,0
7976,51.46344,-2.511409,Kingswood,-1,0
7977,51.607326,-2.523026, Thornbury,-1,0
7980,51.463444,-2.511409,Kingswood,-1,0
7988,51.141847,-0.493737,Cranleigh,-1,0
7989,53.729759,-0.570401,Brough,-1,0
8000,50.771591,-0.795445,Sidlesham,-1,0
8002,54.8134,-2.442423,Eden,-1,0
8003,54.276664,-3.212173,Broughton-in-Furness,-1,0
8004,54.026989,-2.795127,Lancaster ,-1,0
8010,54.76503,-3.32022,Aspatria,-1,0
8011,50.64173,-1.18041,Shanklin,-1,0
8012,51.063789,-2.078827,Tisbury,-1,0
8013,53.773552,-2.526269,Mellor,-1,0
8014,54.993027,-2.109915,Acomb,-1,0
8015,54.993027,-2.109915,Acomb,-1,0
8016,54.975871,-2.347377,Bardon Mill,-1,0
8017,54.975871,-2.347377,Bardon Mill,-1,0
8024,55.719611,-2.160569,Norham,-1,0
8025,55.719611,-2.160569,Norham,-1,0
8036,54.973131,-2.244104,Haydon Bridge,-1,0
8037,54.973131,-2.244104,Haydon Bridge,-1,0
8038,55.214524,-1.545526,Lynemouth,-1,0
8039,55.214524,-1.545526,Lynemouth,-1,0
8052,54.975019,-1.947335,Stocksfield,-1,0
8053,54.975019,-1.947335,Stocksfield,-1,0
8066,55.641391,-2.278691,Wark on Tweed,-1,0
8067,55.641391,-2.278691,Wark on Tweed,-1,0
8090,55.036489,-2.126692,Humshaugh,-1,0
8091,55.036489,-2.126692,Humshaugh,-1,0
8092,52.036087,0.733918,SUDBURY,-1,0
8094,55.348486,-1.612952,Warkworth,-1,0
8095,55.348486,-1.612952,Warkworth,-1,0
8096,54.981851,-2.533671,Greenhead,-1,0
8097,55.651854,-1.97101,Lowick,-1,0
8098,55.651854,-1.97101,Lowick,-1,0
8102,51.490532,0.291525,Chafford Hundred,-1,0
8103,51.490555,0.291519,Chafford Hundred,-1,0
8107,50.807302,-1.198327,Lee On Solent,-1,0
8108,50.807313,-1.198352,Lee On Solent,-1,0
8123,54.523161,-1.220119,Newham,-1,0
8124,54.523163,-1.220163,Coulby Newham,-1,0
8139,51.524217,-3.191847,Llanishen,-1,0
8140,51.524218,-3.191813,Llanishen,-1,0
8146,53.422576,-1.254598,Bramley,-1,0
8147,53.422568,-1.254563,Bramley,-1,0
8150,52.036315,-1.319141,Bodicote,-1,0
8151,52.036303,-1.31908,Bodicote,-1,0
8161,53.980594,-1.132091,Nether Poppleton,-1,0
8162,53.980608,-1.132118,Nether Poppleton,-1,0
8171,51.031113,-1.075757,West Meon,-1,0
8175,55.934649,-4.138548,Kirkintilloch,-1,0
8181,51.171804,0.497106,Marden,-1,0
8182,51.171827,0.497176,Marden,-1,0
8195,57.546367,-2.96483,Keith,-1,0
8200,51.720999,0.178273,Bassett,-1,0
8201,51.720987,0.178308,Bassett,-1,0
8214,50.85113,-3.391095,Cullompton,-1,0
8215,50.851121,-3.391125,Cullompton,-1,0
8219,52.69203,-2.750571,Shrewsbury ,-1,0
8220,52.692051,-2.750569,Shrewsbury ,-1,0
8221,52.784214,-1.9747,Colwich,-1,0
8222,52.784229,-1.974736,Colwich,-1,0
8223,55.892742,-4.139612,Stepps,-1,0
8229,52.046765,0.744969,Sudbury,-1,0
8230,51.031117,-1.075792,West Meon,-1,0
8232,55.892733,-4.139646,Stepps,-1,0
8234,55.920229,-4.211653,Bishopbriggs,-1,0
8235,52.793344,-1.668496,Branston,-1,0
8236,55.814153,-4.149966,Cambuslang,-1,0
8237,52.793326,-1.668455,Branston,-1,0
8238,55.78184,-3.878094,Newmains,-1,0
8239,54.892554,-1.576988,Birtley,-1,0
8240,54.892551,-1.577016,Birtley,-1,0
8242,57.440445,-2.766733,Huntly,-1,0
8255,51.166872,-2.188455,Longbridge Deverill,-1,0
8256,51.166862,-2.188437,Longbridge Deverill,-1,0
8259,53.007916,-2.233186,Newcastle,-1,0
8260,53.007914,-2.233204,Newcastle,-1,0
8270,51.37688,-0.856897,Finchampstead,-1,0
8271,51.376898,-0.85691,Finchampstead,-1,0
8278,53.76737,-2.764041,Lea,-1,0
8279,53.767372,-2.764014,Lea,-1,0
8280,51.750041,-2.283386,Stonehouse,-1,0
8281,52.675686,-0.313717,Market Deeping,-1,0
8282,52.675706,-0.313726,Market Deeping,-1,0
8283,53.673539,-2.92351,Banks,-1,0
8284,53.673549,-2.923545,Banks,-1,0
8293,54.779421,-1.556028,Gilesgate,-1,0
8294,54.779424,-1.556002,Gilesgate,-1,0
8299,53.530011,-2.569538,Hindley,-1,0
8300,53.292025,-2.952365,Childer Thornton,-1,0
8301,53.29206,-2.9525,Childer Thornton,-1,0
8302,53.574597,-2.175678,Middleton,-1,0
8303,53.574599,-2.175647,Middleton,-1,0
8314,51.882202,-2.038946,Charlton Kings,-1,0
8338,57.17783,-2.150006,Danestone,-1,0
8339,57.177805,-2.15,Danestone,-1,0
8348,53.479277,-2.140816,Audenshaw,-1,0
8369,53.527015,-0.034443,Humberston,-1,0
8370,53.527011,-0.03449,Humberston,-1,0
8377,53.901899,-2.776757,Garstang,-1,0
8378,53.901903,-2.776716,Garstang,-1,0
8379,51.30409,-0.07702,WHYTELEAFE,-1,0
8387,51.480538,-0.441264,Hounslow ,-1,0
8388,51.480538,-0.441264,Hounslow ,-1,0
8389,51.480538,-0.441264,Houslow ,-1,0
8484,51.941805,-0.886173,Winslow,-1,0
8489,51.593005,0.029116,South Woodford,-1,0
8490,51.590765,0.029171,South Woodford,-1,0
8543,51.542735,-0.204541,Kilburn ,-1,0
8603,51.453772,-0.099088,Herne Hill ,-1,0
8604,51.457137,-0.074379,East Dulwicj ,-1,0
8607,51.453818,-0.098476,Herne Hill,-1,0
8608,51.498366,-0.035437,Surrey Quays,-1,0
8612,51.457553,-0.046483,Honor Oak,-1,0
8613,51.425083,-0.081971,Crystal Palace,-1,0
8618,51.461104,-0.058944,Nunhead ,-1,0
8627,51.498355,-0.035094,Surrey Quays,-1,0
8639,51.445539,-0.066313,Dulwich,-1,0
8758,51.460471,-0.0673,Goose Gre,-1,0
8795,51.59754,-0.13868,Haringey ,-1,0
9023,52.425151,-1.520306,Coventrry,-1,0
9325,51.408405,-0.119532,Norbury & Pollards Hill,-1,0
9343,51.526288,-0.01685,Bromley North,-1,0
9398,51.496368,-0.025549,Canary Wharf,-1,0
9401,51.511383,-0.029155,Limehouse,-1,0
9407,51.524985,-0.073042,Weaver,-1,0
9408,51.528113,-0.074557,Weaver,-1,0
9418,51.513785,-0.055089,Shadwell,-1,0
9422,51.51053,-0.056817,Shadwell,-1,0
9628,51.488175,-0.080201,Faradat,-1,0
10298,51.40748,-0.226631,Dundonald,-1,0
10376,51.457105,-0.05145,04805,-1,0
10449,51.532007,-0.041337,Bow West,-1,0
10703,51.483329,-0.097043,40 John Ruskin Street,-1,0
10718,51.485121,-0.05619,"Gerards Close, adjacent to 88 ",-1,0
10781,54.468602,-0.635182,Ruswarp,-1,0
10782,54.468602,-0.635182,Ruswarp,-1,0
10815,51.419956,-0.219127, Hillside,-1,0
10902,51.415487,-0.156373,Graveney ,-1,0
11220,51.404066,-0.138689,Longthorton,-1,0
11356,51.456793,-0.115033,Brixton Rush Common,-1,0
11362,51.468223,-0.122604,Stockwell East,-1,0
11395,51.503257,-0.108159,Waterloo & Southbank,-1,0
11396,51.427923,-0.090836,Gipsy Hill,-1,0
11397,51.442538,-0.110259,St. Martin's,-1,0
11401,51.441523,-0.104187,St. Martin's,-1,0
11428,51.446958,-0.118797,Brixton Rush Common,-1,0
11433,51.423542,-0.086994,Gipsy Hill,-1,0
11435,51.445372,-0.139815,Streatham Hill & Thornton,-1,0
11437,51.442522,-0.134622,Streatham Hill & Thornton,-1,0
11443,51.476346,-0.114686,Stockwell East,-1,0
11444,51.496999,-0.112876,Waterloo & South Bank,-1,0
11457,51.442614,-0.094033,West Dulwich,-1,0
11458,51.467174,-0.099379,Herne Hill & Loughborough Junc,-1,0
11459,51.470039,-0.098134,Herne Hill & Loughborough Junc,-1,0
11523,50.819539,-1.070596,Portsmouth ,-1,0
11525,50.790076,-1.079947,Portsmouth ,-1,0
11541,53.438372,-3.044238,Wallasey ,-1,0
11584,53.401609,-3.1194,Moreton,-1,0
11630,50.91934,-1.923181,Cranborne,-1,0
11631,50.91934,-1.923181,Cranborne,-1,0
11641,55.899715,-2.84208,East Saltoun,-1,0
11642,55.899805,-2.842161,East Saltoun,-1,0
11645,55.986503,-2.74717,Athelstaneford,-1,0
11646,55.986557,-2.747203,Athelstaneford,-1,0
11696,51.430304,-0.302848,Kingston,-1,0
11700,51.411273,-0.675415,ASCOT,-1,0
11737,52.267707,0.367839,Exning,-1,0
11738,52.268822,0.367162,Exning,-1,0
11742,52.042291,-1.873606,Broadway,-1,0
11751,52.910601,-0.637754,Grantham,-1,0
11752,52.653675,-0.48084,Stamford,-1,0
11765,52.383621,-1.83427,Dickens Heath,-1,0
11768,52.373164,-1.751728,Dorridge,-1,0
11782,51.20704,-3.47424,Minehead,-1,0
11783,51.18158,-3.32877,Watchet,-1,0
11807,53.696052,-2.466251,Darwen,-1,0
11809,53.697001,-2.469351,Darwen,-1,0
11821,53.24976,-3.13494,flint,-1,0
11822,53.16798,-3.07884,Buckley,-1,0
11823,53.16796,-3.07882,Buckley,-1,0
11826,53.20672,-3.02456,Queensferry,-1,0
11827,53.20669,-3.02454,Queensferry,-1,0
11840,53.604913,-0.832933,Crowle,-1,0
11843,53.684312,-0.440087,Barton ,-1,0
11850,53.256964,-3.446137,St Asaph,-1,0
11864,52.981007,-3.371251,Corwen ,-1,0
11868,52.509017,-1.777101,Castle Bromwich,-1,0
11869,52.47786,-1.744177,Chelmsley Wood,-1,0
11880,52.744193,-3.885979,Dolgellau,-1,0
11881,52.744193,-3.885979,Dolgellau,-1,0
11882,52.99544,-3.933069,Ffestiniog,-1,0
11883,52.99544,-3.933069,Ffestiniog,-1,0
11885,52.07566,-4.15975,Llanybydder,-1,0
11887,52.07566,-4.15953,Llanybydder,-1,0
11890,51.858542,-3.135266,Crickhowell,-1,0
11891,52.240431,-3.38103,LLANDRINDOD WELLS,-1,0
11892,52.240385,-3.381061,LLANDRINDOD WELLS,-1,0
11898,51.81702,-0.35418, Harpenden  ,-1,0
11900,51.72919,-0.301768,London Colney,-1,0
11909,52.912241,-3.5946,Bala,-1,0
11910,51.18559,-3.44221,Dunster,-1,0
11919,51.754914,-0.337567,St.Albans,-1,0
11953,55.02572,-1.42863,Tynemouth,-1,0
11954,55.02572,-1.42863,Tynemouth,-1,0
12153,51.81289,-0.3585,Harpenden ,-1,0
12637,53.200681,-6.112916,Wicklow,-1,-1
12638,53.200697,-6.112877,Wicklow,-1,-1
12691,53.872836,-3.010846,Thornton,-1,0
12807,54.621983,1.258313,Stockton-on-Tees,-1,-1
13160,51.773551,-0.221873,Hatfield ,-1,0
13283,53.486306,-2.246155,Leicester,-1,0
13284,53.486329,-2.246187,Leicester,-1,0
13313,50.825575,-0.148422,Brighton ,-1,0
13317,50.828808,-0.145562,Brighton ,-1,0
13509,50.796725,-1.056588,Southsea,-1,0
13828,51.406844,-0.338654,East Molesey,-1,0
13965,51.490166,-0.27908,"Chiswick, London",-1,0
14518,51.50154,-0.164949,"Knightsbridge, London",-1,0
14519,51.500897,-0.164625,"Knightsbridge, London",-1,0
14725,51.493686,-0.186836,Earl's Court,-1,0
14786,51.495827,-0.184556,South Kensington,-1,0
14787,51.4961,-0.179309,South Kensington,-1,0
15491,51.505812,-0.221389,London Borough of Hammersmith ,-1,0
16562,51.462221,-0.210356,SW15 2LW,-1,0
18581,51.533121,-0.327371,Perivale,-1,0
19708,51.43628,-1.07666,Theale,-1,0
19735,51.43272,-0.37394,Hampton Hill,-1,0
19759,51.42057,-0.33026,Hampton Wick,-1,0
21530,52.66932,-0.6332,Oakham,-1,0
21531,52.862079,-0.630011,Great Ponton,-1,0
21533,52.762259,-0.627461,Grantham,-1,0
21534,52.480137,-0.923765,Market Harborough ,-1,0
21542,52.806905,-1.804531,Burton,-1,0
21546,51.59426,-0.380784,Pinner,-1,0
21552,52.673634,-0.517337,Great Casterton,-1,0
21555,53.145066,-0.760139,Collingham,-1,0
21556,52.589279,-0.722626,Oakham,-1,0
21558,51.029032,-2.741646,Knole,-1,0
21564,52.744219,-0.908848, Melton Mowbray,-1,0
21569,53.044471,-1.736943,Fenny Bentley,-1,0
21571,50.821375,-1.164865, Gosport,-1,0
21574,54.518946,-1.922898, Barnard Castle,-1,0
21575,52.647248,-0.618508,Normanton,-1,0
21576,52.373414,-1.896569,Wythall,-1,0
21580,52.734386,1.412798,Hoveton,-1,0
21589,52.602704,-0.871898,Tugby,-1,0
21590,52.602746,-0.871838,Tugby,-1,0
21598,53.791423,-2.653532,Fullwood ,-1,0
21599,53.791394,-2.653549,Fullwood ,-1,0
21626,51.50913,-0.125205,Charing Cross,-1,0
21628,50.111111,-1.111111,Dodworth,-1,-1
21759,53.218357,-1.672093,Bakewell,-1,0
21821,50.964769,-0.975031,Horndean,-1,0
21822,50.818449,-1.308092,Fawley,-1,0
21823,50.785498,-1.354438,Exbury,-1,0
21895,50.798802,-1.360648,Lepe,-1,0
21896,50.798802,-1.360648,Lepe,-1,0
21995,53.408833,-2.226558,Didsbury,-1,0
21996,53.408841,-2.226569,Didsbury,-1,0
22025,51.01254,-1.46516,Ampfield ,-1,0
22028,50.9952,0.00138,Uckfield ,-1,0
22039,51.262932,-1.085832,Basingstoke and Deane,-1,0
22042,51.600598,0.238601,Havering,-1,0
